# Indian Food Composition Tables 2017 (ICMR-National Institute of Nutrition).
# Vendored for PoshanNetra AI (master prompt, Section 4).
# source_package: @ifct2017/compositions@2.0.9 (npm, MIT)
# source_tarball: https://registry.npmjs.org/@ifct2017/compositions/-/compositions-2.0.9.tgz
# sha256(tarball): 623e31d4ea355cc829429c2d8e776fbdb5eba953ea713bad2b01c962d3e2cfd5
# retrieved: 2026-08-28
# upstream_publication: https://www.nin.res.in/ebooks/IFCT2017.pdf
# ATTRIBUTION REQUIRED: any surface that shows these numbers must credit
#   'Indian Food Composition Tables 2017, ICMR-National Institute of Nutrition'.
# Energy is in KILOJOULES, as IFCT publishes it. kcal conversion happens in
#   app/nutrition/ifct.py and is unit-tested. Edible oils and fats are
#   published with energy_kj = 0; energy for those is derived from macros.
# *_e columns are IFCT's own national variability across six sampled regions.
# Values are per 100 g of RAW edible portion -- not cooked. See
#   app/nutrition/recipes.py for how cooked dishes are converted.
code,name,scientific_name,local_names,food_group,tags,energy_kj,energy_kj_e,protein_g,protein_g_e,carbohydrate_g,carbohydrate_g_e,fat_g,fat_g_e,fibre_g,water_g,hindi_name
G027,Mace,Myristica fragrans,B. Jayitri; E. Nutmeg; G. Javantri; H. Avithri; Kan. Jalwatur; Kash. Jalwatur; Mal. Jathipatri; Mar. Jaypatri; O. Jayitri; P. Jaipatri; Tam. Jathipatri; Tel. Japathri; U. Javantri.,Condiments and Spices,vegetarian eggetarian fishetarian veg,1488,12,6.24,0.27,26.51,0.81,24.41,0.2,20.31,20.06,Avithri
G028,Nutmeg,Myristica fragrans,"A. Jaiphal; B. Jayphal; E. Fragrant nutmeg, True nutmeg; G. Jayaphad; H. Jaiphal; Kan. Jayikayi mara; Kash. Zaaphal; Mal. Jathikai; Mar. Jayaphala; N. Jaiphal; O. Jaiphal; P. Jaiphal; S. Jatiphala; Tam. Jathikai; Tel. Jajikaya; U. Jaifal.",Condiments and Spices,vegetarian eggetarian fishetarian veg,1940,11,6.3,0.24,27.64,0.7,36.52,0.04,11.99,15.55,Jaiphal
G029,Omum,Trachyspermum ammi,"A. Ajwain; B. Joan; E. Ajwain, Ajowan, Ajowan caraway, Ajman, Bishop`s weed, Carom; G. Ajmo; H. Ajwan; Kan. Oma; Kash. Jawind; Kh. Paspron; Mal. Ayamothakam; Mar. Onva; O. Juani; P. Ajwain; S. Ajamoda; Tam. Omum; Tel. Vamu; U. Ajwain.",Condiments and Spices,vegetarian eggetarian fishetarian veg,1495,7,15.89,0.61,24.53,0.68,21.11,0.08,20.58,9.71,Ajwan
G030,Pippali,Piper longum,"B. Pipul; E. Long pepper, Indian long pepper; G. Khus khus; H. Pipli; Kan. Kandan Lippili; Kh. Sohmarit khlaw; Mal. Tippali; Mar. Pimpli; O. Sarupippali; P.  Javantri; S. Pippali; Tam. Tippili; Tel. Pippallu; U. Pipul.",Condiments and Spices,vegetarian eggetarian fishetarian veg,906,8,10.53,0.45,35.7,0.45,2.27,0.02,34.14,10.95,Pipli
G031,"Pepper, black",Piper nigrum,"A. Kola jaluk; B. Golmarichi; E. Peppercorn; G. Mari; H. Kalimirchi; Kan. Kari menasu; Kash. Marutus; Kh. Soh marit; Mal. Kurumlaku; Mar. Mire; N. Marich; O. Golomarcho; P. Kalimirchi; S. Marich ushna, hapusha; Tam. Milagu; Tel. Mirayalu; U. Kaali Mirch.",Condiments and Spices,vegetarian eggetarian fishetarian veg,910,8,10.12,0.4,36.22,0.45,2.74,0.02,33.16,13.18,Kalimirchi
G032,Poppy seeds,Papaver somniferum,A. Afoo guti; B. Posta; G. Aphina; H. Postdana; Kan. Afim; Kash. Khaskhash; Mal. Afiam; Mar. Khaskhas; N. Khus Khus; O. Postak; P. Khas Khas; S. Khasa; Tam. Khasakhasa; Tel. Gasagasalu; U. Khash Khash.,Condiments and Spices,vegetarian eggetarian fishetarian veg,1768,77,20.31,0.4,12.37,1.95,30.38,1.87,26.68,4.22,Postdana
G033,Turmeric powder,Curcuma domestica,A. Halodhi; B. Holud; G. Haddar; H. Haldi; Kan. Anashina; Kash. Lader; Kh. Shynrai; Mal. Manjal; M. Yaingang; Mar. Halad; N. Besar; O. Haladi; P. Haldi; S. Haladi; Tam. Manjal; Tel. Pasupu; U. Haldi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,1174,7,7.66,0.44,49.22,0.55,5.03,0.07,21.38,10.58,Haldi
H001,Almond,Prunus amygdalus,A. China badam; B. Badam; G. Badam; H. Badam; Kan. Badam; Kash. Badam; Kh. Almon; Mal. Vatam kottai; M. Badam; Mar. Badam; N. Kagji Badam; O. Badam; P. Badam; Tam. Badam paruppu; Tel. Badam Pappu; U. Badam.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2549,4,18.41,0.04,3.04,0.24,58.49,0.04,13.06,4.37,Badam
H002,"Arecanut, dried, brown",Areca catechu,"A.Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supari; Kh. Kwai tyrkhong; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Kottai paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1467,12,5.78,0.45,70.42,0.81,4.35,0.03,11.44,6.63,Supari
H003,"Arecanut, dried, red color",Areca catechu,"A. Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai supari; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1477,9,6.46,0.51,70.27,0.96,4.46,0.03,11.11,6.3,Supari
H004,"Arecanut, fresh",Areca catechu,"A. Kesa tamul; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai im; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1024,0,2.73,0,45,0,5.51,0,7.63,37.7,Supari
H005,Cashew nut,Anacardium occidentale,A. Kaju badam; B. Hijli Badam; G. Kaju; H. Kaju; Kan. Geru beeja; Kash. Kaju; Kh. Soh kashu; Mal. Kasu andi; M. Kaju; Mar. Kaju; N. Kaju; O. Lanka ambu; P. Kaju; Tam. Mundiri paruppu; Tel. Jeedi pappu; U. Kaju.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2438,11,18.78,0.58,25.46,0.7,45.2,0.07,3.86,4.44,Kaju
H006,"Coconut, kernal, dry",Cocos nucifera,A. Dab narikol; B. Narkel; G. Kopra ni kachli; H. Nariyal; Kan. Thengini kai; Kash. Narjil; Kh. Snep kor trykhong; Mal. Thenga; M. Yubi Akangba; Mar. Narel; O. Nadia; P. Gola; Tam. Kopparai; Tel. Endu Kobbari; U. Khopra.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2611,9,7.27,0.02,8.01,1.02,63.26,0.3,15.88,3.97,Nariyal
H007,"Coconut, kernel, fresh",Cocos nucifera,A. Narikol; B. Narkel; G. Nariyad; H. Nariyal; Kan. Thengina kayi; Kash. Narjeel; Kh. Snep kor im; Mal. Karikku; M. Yubi; Mar. Narel; N. Naribel; O. Paida; P. Nariyal; S. Naarikela; Tam. Thenkai; Tel. Kobbari; U. Nariyel.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1711,13,3.84,0.04,6.3,0.43,41.38,0.42,10.42,36.14,Nariyal
H008,"Garden cress, seeds",Lepidium sativum,A. Soru manimunni ; B. Halim; G. Asadiyo; H. Halim; Kan. Allibija; Mal. Alivirai; Mar. Ahiva; P. Halim; Tam. Alivirai; Tel. Adityala.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1863,3,23.36,0.32,33.66,0.5,23.74,0.09,8.27,4.6,Halim
H009,"Gingelly seeds, black",Sesamum indicum,A. Kola til; B. Til; E. Sesame seeds; G. Kada tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei iong; Mal. Ellu; M. Thoiding Amuba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til .,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2124,8,19.17,0.64,10.29,0.74,43.1,0.03,17.16,4.51,Til
H010,"Gingelly seeds, brown",Sesamum indicum,A. Matia rangar til; B. Til; E. Sesame seeds; G. Tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2161,8,21.61,0.71,9.76,1.01,43.22,0.08,17.21,3.62,Til
H011,"Gingelly seeds, white",Sesamum indicum,A. Boga til; B. Til; E. Sesame seeds; G. Safed tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding Angouba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2174,9,21.7,0.44,10.83,0.5,43.05,0.04,16.99,3.3,Til
H012,Ground nut,Arachis hypogea,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali.",Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2176,9,23.65,0.85,17.27,0.33,39.63,0.29,10.38,6.97,Moog phali
H013,Mustard seeds,Brassica juncea,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2132,16,19.51,0.23,16.8,0.71,40.19,0.21,14.1,5.67,Rai
H014,Linseeds,Linum usitatissimum,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi.",Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1857,16,18.55,0.15,10.99,0.86,35.67,0.7,26.17,5.48,Alsi
H015,"Niger seeds, black",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2144,11,18.92,1.61,22.98,2.64,38.61,0.41,10.93,4.65,Kala til
H016,"Niger seeds, gray",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2128,6,18.34,2.11,20.59,1.85,39.53,0.26,10.96,5.66,Kala til
H017,Pine seed,Pinus gerardiana,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2486,3,12.55,0.25,26.77,0.35,48.79,0.1,3.79,5.32,Chilgoza
H018,Pistachio nuts,Pistacla vera,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2257,10,23.35,0.35,15.82,0.52,42.49,0.34,10.64,4.68,Pista
H019,Safflower seeds,Carthamus tinctorius,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,1981,20,17.66,0.54,30.18,1.2,30.87,0.98,13.49,5.24,Kardi
H020,Sunflower seeds,Helianthus annuus,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2453,8,23.53,0.56,6.85,0.99,51.85,0.07,10.8,3.53,Surya mukhi
H021,Walnut,Juglans regia,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.,Nuts and Oil Seeds,vegetarian eggetarian fishetarian veg,2809,3,14.92,0.62,10.14,0.69,64.27,0.05,5.39,3.56,Akhrot
I001,"Jaggery, cane",Saccharum officinarum,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.,Sugars,vegetarian eggetarian fishetarian veg,1480,9,1.85,0.19,84.87,0.63,0.16,0.02,0,11.2,Gud
I002,"Sugarcane, juice",Saccharum officinarum,A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.,Sugars,vegetarian eggetarian fishetarian veg,242,18,0.16,0.03,13.11,0.93,0.4,0.05,0.56,85.54,Ganne-ka-ras
J001,"Button mushroom, fresh",Agaricus sp.,"A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.",Mushrooms,vegetarian eggetarian fishetarian veg,115,0,3.68,0,1.98,0,0.42,0,3.11,90.09,
J002,"Chicken mushroom, fresh",Lactiporus sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,vegetarian eggetarian fishetarian veg,89,0,1.84,0,2.76,0,0.25,0,1.99,92.43,
J003,"Shiitake mushroom, fresh",Lentinula sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,vegetarian eggetarian fishetarian veg,243,0,3.19,0,8.98,0,0.76,0,3.02,82.94,
J004,"Oyster mushroom, dried",Pleurotus sp.,B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,vegetarian eggetarian fishetarian veg,1019,0,19.04,0,33.07,0,2.86,0,39.12,4.51,
K001,Toddy,,"A. Tari; B. Tari; E. Palm wine; Kan. Henda; G. Tadi; H. Tarai; Kh. Kiad lieh; Mar., O. Tadi; P. Todhi; Mal., Tam., Tel. Kallu.",Miscellaneous Foods,vegetarian eggetarian fishetarian veg,101,10,0.18,0.05,5.72,0.55,0.03,0.01,0,93.86,Tarai
K002,Coconut Water,,A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.,Miscellaneous Foods,vegetarian eggetarian fishetarian veg,64,7,0.26,0.04,3.16,0.39,0.16,0.02,0,95.77,Nariyal ka pani
L001,"Milk, whole, Buffalo",,A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.,Milk and Milk Products,vegetarian eggetarian fishetarian veg,449,9,3.68,0.13,8.39,0.71,6.58,0.2,0,80.68,Bhains ka dhood
L002,"Milk, whole, Cow",,A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.,Milk and Milk Products,vegetarian eggetarian fishetarian veg,305,23,3.26,0.06,4.94,1.02,4.48,0.29,0,86.64,Gai ka doodh
L003,Paneer,,A. Paneer; B. Chena; E. Cottage Cheese; G. Paneer; H. Chhena; Kan. Tali; Kash. Chaman; Kh. Paneer; Mal. Palkatti; M. Channa; O. Chhena; P. Paneer; Tam. Paladai; Tel. Paalavirugudu.,Milk and Milk Products,vegetarian eggetarian fishetarian veg,1079,13,18.86,0.75,12.41,0.12,14.78,0.17,0,51.96,Chhena
L004,Khoa,,"A. Khoa; B., H., Kan., Mal., P., Tel. Khoa; G. Mavo; Kash. Khoya; Kh. Malai khowa; O. Khua; P. Khoya; Tam. Thirattupal.",Milk and Milk Products,vegetarian eggetarian fishetarian veg,1322,14,16.34,0.61,16.53,1.26,20.62,0.83,0,42.51,
M001,"Egg, poultry, whole, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,564,3,13.28,0.29,0,0,9.15,0.14,0,76.51,
M002,"Egg, poultry, white, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,187,1,10.84,0.07,0,0,0.06,0.01,0,86.68,
M003,"Egg, poultry, yolk, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,1242,9,15.74,0.33,0,0,26.34,0.17,0,53.57,
M004,"Egg, poultry, whole, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,618,6,13.43,0.28,0,0,10.54,0.19,0,73.46,
M005,"Egg, poultry, white, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,220,3,12.37,0.16,0,0,0.26,0.02,0,83.54,
M006,"Egg, poultry, yolk, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,1290,8,16.13,0.45,0,0,27.46,0.24,0,51.42,
M007,"Egg, poultry, omlet",,,Egg and Egg Products,eggetarian fishetarian nonveg,710,4,16.53,0.43,0,0,11.6,0.22,0,68.48,
M008,"Egg, country hen, whole, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,704,0,13.14,0,0,0,13,0,0,72.96,
M009,"Egg, country hen, whole, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,767,0,14.43,0,0,0,14.1,0,0,70.43,
M010,"Egg, country hen, omlet",,,Egg and Egg Products,eggetarian fishetarian nonveg,855,0,14.8,0,0,0,16.3,0,0,67.8,
M011,"Egg, duck, whole, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,738,0,13.8,0,0,0,13.61,0,0,71.61,
M012,"Egg, duck, whole, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,760,0,14.6,0,0,0,13.83,0,0,70.53,
M013,"Egg, duck, whole, omlet",,,Egg and Egg Products,eggetarian fishetarian nonveg,804,0,15.1,0,0,0,14.8,0,0,68.9,
M014,"Egg, quial, whole, raw",,,Egg and Egg Products,eggetarian fishetarian nonveg,635,0,12.39,0,0,0,11.46,0,0,75.11,
M015,"Egg, quial, whole, boiled",,,Egg and Egg Products,eggetarian fishetarian nonveg,647,0,13.03,0,0,0,11.5,0,0,74.41,
N001,"Chicken, poultry, leg, skinless",,,Poultry,nonveg,1605,23,19.44,0.79,0,0,12.64,0.53,0,67.61,
N002,"Chicken, poultry, thigh, skinless",,,Poultry,nonveg,836,38,18.18,0.57,0,0,14.23,0.84,0,67.58,
N003,"Chicken, poultry, breast, skinless",,,Poultry,nonveg,704,24,21.81,0.81,0,0,9,0.52,0,67.15,
N004,"Chicken, poultry, wing, skinless",,,Poultry,nonveg,807,17,17.42,0.6,0,0,13.81,0.26,0,67.48,
N005,"Poultry, chicken, liver",,,Poultry,nonveg,518,0,21.57,0,0,0,4.08,0,0,73.2,
N006,"Poultry, chicken, gizzard",,,Poultry,nonveg,386,0,18.22,0,0,0,2.07,0,0,78.05,
N007,"Country hen, leg, with skin",,,Poultry,nonveg,723,0,17.01,0,0,0,11.73,0,0,70.02,
N008,"Country hen, thigh, with skin",,,Poultry,nonveg,785,0,18.29,0,0,0,12.82,0,0,67.46,
N009,"Country hen, breast, with skin",,,Poultry,nonveg,753,0,22.08,0,0,0,10.2,0,0,66.53,
N010,"Country hen, wing, with skin",,,Poultry,nonveg,764,0,18.65,0,0,0,12.09,0,0,68.01,
N011,"Duck, meat, with skin",,,Poultry,nonveg,547,0,19.07,0,0,0,6.03,0,0,73.49,
N012,"Emu, meat, skinless",,,Poultry,nonveg,556,0,22.65,0,0,0,4.62,0,0,71.65,
N013,"Guinea fowl, meat, with skin",,,Poultry,nonveg,469,0,20.52,0,0,0,3.24,0,0,75.21,
N014,"Pigeon, meat, with skin",,,Poultry,nonveg,528,0,17.94,0,0,0,6.03,0,0,74.61,
N015,"Quail, meat, skinless",,,Poultry,nonveg,576,0,20.92,0,0,0,5.95,0,0,71.58,
N016,"Turkey, leg, with skin",,,Poultry,nonveg,647,0,20.3,0,0,0,8.15,0,0,69.24,
N017,"Turkey, thigh, with skin",,,Poultry,nonveg,581,0,20.46,0,0,0,6.31,0,0,72.17,
N018,"Turkey, breast, with skin",,,Poultry,nonveg,671,0,21.96,0,0,0,8.04,0,0,68.44,
N019,"Turkey, wing, with skin",,,Poultry,nonveg,771,0,21.91,0,0,0,10.77,0,0,66.16,
O001,"Goat, shoulder, meat",,,Animal Meat,nonveg,787,33,20.33,0.5,0,0,11.94,0.78,0,66.39,
O002,"Goat, chops",,,Animal Meat,nonveg,568,26,20.39,0.83,0,0,5.98,0.37,0,72.46,
O003,"Goat, legs",,,Animal Meat,nonveg,669,26,22.07,0.63,0,0,7.94,0.62,0,68.85,
O004,"Goat, brain",,,Animal Meat,nonveg,533,23,13.82,0.8,0,0,8.06,0.46,0,76.74,
O005,"Goat, tongue",,,Animal Meat,nonveg,789,39,16.63,0.54,0,0,13.68,1.09,0,68.4,
O006,"Goat, lungs",,,Animal Meat,nonveg,401,32,16.86,0.71,0,0,3.09,0.56,0,79.03,
O007,"Goat, heart",,,Animal Meat,nonveg,492,33,19.38,0.8,0,0,4.4,0.71,0,75.15,
O008,"Goat, liver",,,Animal Meat,nonveg,526,31,20.32,0.92,0,0,4.88,0.73,0,73.37,
O009,"Goat, tripe",,,Animal Meat,nonveg,386,19,15.36,0.5,0,0,3.36,0.29,0,80.94,
O010,"Goat, spleen",,,Animal Meat,nonveg,401,14,18.45,0.15,0,0,2.37,0.36,0,77.93,
O011,"Goat, kidneys",,,Animal Meat,nonveg,374,18,15.6,1.15,0,0,2.93,0.18,0,80.26,
O012,"Goat, tube (small intestine)",,,Animal Meat,nonveg,525,32,12.92,0.54,0,0,8.26,1.08,0,78.12,
O013,"Goat, testis",,,Animal Meat,nonveg,298,0,12.32,0,0,0,2.39,0,0,84.29,
O014,"Sheep, shoulder",,,Animal Meat,nonveg,840,68,18.24,1.41,0,0,14.31,1.37,0,66.51,
O015,"Sheep, chops",,,Animal Meat,nonveg,496,86,18,1.22,0,0,5.15,2.05,0,75.66,
O016,"Sheep, leg",,,Animal Meat,nonveg,686,25,21.42,0.43,0,0,8.69,0.74,0,68.26,
O017,"Sheep, brain",,,Animal Meat,nonveg,492,0,13.05,0,0,0,7.29,0,0,78.36,
O018,"Sheep, tongue",,,Animal Meat,nonveg,783,0,16.61,0,0,0,13.53,0,0,68.7,
O019,"Sheep, lungs",,,Animal Meat,nonveg,363,0,16.12,0,0,0,2.41,0,0,80.41,
O020,"Sheep, heart",,,Animal Meat,nonveg,445,0,18.19,0,0,0,3.66,0,0,77.06,
O021,"Sheep, liver",,,Animal Meat,nonveg,559,21,22.26,1.46,0,0,4.87,0.12,0,69.71,
O022,"Sheep, tripe",,,Animal Meat,nonveg,435,0,16.76,0,0,0,4.05,0,0,78.81,
O023,"Sheep, spleen",,,Animal Meat,nonveg,384,0,16.02,0,0,0,3.02,0,0,79.66,
O024,"Sheep, kidneys",,,Animal Meat,nonveg,384,0,16.22,0,0,0,2.92,0,0,79.77,
O025,"Beef, shoulder",,,Animal Meat,nonveg,889,12,20.56,1.32,0,0,14.59,0.86,0,63.84,
O026,"Beef, chops",,,Animal Meat,nonveg,585,13,19.82,0.43,0,0,6.71,0.45,0,72.4,
O027,"Beef, round (leg)",,,Animal Meat,nonveg,658,37,22.64,1.03,0,0,7.38,0.71,0,68.04,
O028,"Beef, brain",,,Animal Meat,nonveg,523,42,10.55,0.5,0,0,9.28,0.92,0,78.71,
O029,"Beef, tongue",,,Animal Meat,nonveg,731,32,15.63,0.67,0,0,12.57,0.63,0,70.97,
O030,"Beef, lungs",,,Animal Meat,nonveg,351,1,15.66,0.42,0,0,2.28,0.21,0,80.83,
O031,"Beef, heart",,,Animal Meat,nonveg,433,20,17.68,0.51,0,0,3.57,0.46,0,77.77,
O032,"Beef, liver",,,Animal Meat,nonveg,499,30,20.73,0.96,0,0,3.96,0.45,0,74.15,
O033,"Beef, tripe",,,Animal Meat,nonveg,316,25,13.1,0.29,0,0,2.51,0.74,0,83.74,
O034,"Beef, spleen",,,Animal Meat,nonveg,378,16,17.42,0.55,0,0,2.22,0.24,0,79.03,
O035,"Beef, kidneys",,,Animal Meat,nonveg,439,17,17.09,0.3,0,0,4.01,0.36,0,77.59,
O036,"Calf, shoulder",,,Animal Meat,nonveg,633,0,20.98,0,0,0,7.47,0,0,70.49,
O037,"Calf, chops",,,Animal Meat,nonveg,524,0,22.47,0,0,0,3.85,0,0,72.66,
O038,"Calf, round (leg)",,,Animal Meat,nonveg,615,0,21.1,0,0,0,6.92,0,0,71.13,
O039,"Calf, brain",,,Animal Meat,nonveg,448,0,9.84,0,0,0,7.6,0,0,81.19,
O040,"Calf, tongue",,,Animal Meat,nonveg,737,0,17.78,0,0,0,11.76,0,0,69.44,
O041,"Calf, heart",,,Animal Meat,nonveg,459,0,18.84,0,0,0,3.75,0,0,73.44,
